Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
DepositsReceivedForSecuritiesLoanedAtCarryingValue,378,1,13,18,16,14,18,16,15,13,2
PropertyManagementFeePercentFee,378,0,2,14,26,18,18,20,14,11,3
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic,378,0,14,19,16,16,11,21,16,11,2
RiskWeightedAssets,375,0,1,20,24,20,16,14,14,11,5
ProceedsFromIssuanceOfMediumTermNotes,375,0,9,8,14,15,18,20,21,16,4
AdvertisingBarterTransactionsAdvertisingBarterRevenue,375,0,2,19,23,22,23,19,15,2,0
IncreaseDecreaseInFinishedGoodsAndWorkInProcessInventories,375,4,13,19,19,17,13,12,13,14,1
DerivativeFairValueAmountOffsetAgainstCollateralNet,375,0,12,16,17,16,16,16,18,11,3
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,375,0,0,0,18,22,31,21,19,11,3
LongTermDebtMaturingInYearsTwoAndThree,375,1,7,20,13,18,14,14,18,17,3
LoansAndLeasesReceivableBeforeFeesGross,375,0,0,0,0,0,2,31,33,45,14
CapitalizedCostsMineralInterestsInUnprovedProperties,375,0,9,15,18,19,17,15,12,15,5
FDICIndemnificationAssetPeriodIncreaseDecrease,375,0,0,13,18,23,27,19,12,12,1
LiabilityForAsbestosAndEnvironmentalClaimsGross,375,0,13,15,15,16,16,15,16,16,3
IncreaseDecreaseInFuelInventories,375,0,15,17,17,17,14,16,14,13,2
UtilitiesOperatingExpenseMaintenance,372,0,20,18,17,16,16,13,13,11,0
RoyaltyGuaranteesCommitmentsAmount,372,1,5,17,21,19,16,15,13,14,3
FiniteLivedCustomerListsGross,372,1,5,25,21,20,17,14,11,9,1
AllowanceForLoanAndLeaseLossesForeignCurrencyTranslation,372,0,11,11,16,18,16,16,17,15,4
CommonUnitOutstanding,372,0,0,0,7,15,23,27,29,14,9
CapitalLeasesFutureMinimumPaymentsNextRollingTwelveMonths,372,0,0,15,14,23,16,17,19,15,5
OtherRealEstateCovered,372,0,0,20,21,23,23,16,11,7,3
DisposalGroupIncludingDiscontinuedOperationInventory,372,1,17,42,60,4,0,0,0,0,0
PaymentsForPostemploymentBenefits,372,0,8,18,13,13,16,21,13,16,6
IncomeTaxReconciliationTaxSettlementsOther,372,0,5,14,12,15,18,21,20,14,5
LoansReceivableWithVariableRatesOfInterest1,369,0,0,0,19,22,20,20,19,18,5
EquitySecuritiesFvNiRealizedGainLoss,369,0,0,0,0,0,0,0,1,90,32
DerivativeAmountOfHedgedItem,369,1,16,21,12,13,16,12,14,16,2
UtilitiesOperatingExpenseOther,369,0,19,21,13,13,14,15,14,12,2
IncreaseDecreaseInUnearnedPremiumsNet,369,0,0,0,16,21,23,24,21,15,3
DefinedBenefitPlanNumberOfSharesOfEquitySecuritiesIssuedByEmployerAndRelatedPartiesIncludedInPlanAssets,366,1,16,22,17,15,15,14,13,9,0
EnergyMarketingContractsAssetsCurrent,366,0,7,8,13,16,13,20,22,21,2
OtherPostretirementBenefitsPayableCurrentAndNoncurrent,366,0,10,21,20,20,16,14,12,9,0
PaymentsToAcquireLand,366,1,8,13,16,18,15,18,11,21,1
IndefiniteLivedIntangibleAssets,366,5,101,14,2,0,0,0,0,0,0
FinancialInstrumentsOwnedMortgagesMortgageBackedAndAssetBackedSecuritiesAtFairValue,366,0,14,17,17,16,17,16,14,10,1
GainLossOnForeignCurrencyFairValueHedgeDerivatives,366,0,21,20,16,16,15,14,11,7,2
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,366,0,0,0,13,12,26,22,24,20,5
CapitalLeasesFutureMinimumPaymentsDueInRollingYearTwo,366,0,0,18,14,21,17,19,14,13,6
NetInvestmentInDirectFinancingAndSalesTypeLeases,366,0,18,18,14,16,15,15,13,11,2
CommonStockIssuedEmployeeStockTrust,366,1,17,17,18,16,17,14,14,7,1
PaymentsForProceedsFromPolicyLoans,366,0,9,10,14,21,17,18,18,13,2
SaleLeasebackTransactionNetBookValue,366,0,3,13,12,15,16,23,16,16,8
HeldToMaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,366,0,25,80,17,0,0,0,0,0,0
FundsHeldForClients,366,2,8,13,16,19,17,17,13,13,4
DueToCorrespondentBrokers,363,0,11,12,12,11,16,18,22,16,3
IncreaseDecreaseInPayablesToCustomers,363,0,12,13,12,15,16,17,15,17,4
MortgageLoansOnRealEstateOtherDeductions,363,0,2,15,21,13,21,13,19,16,1
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedCollateralObligationToReturnSecurities,363,0,0,0,14,18,27,25,18,17,2
IncomeTaxReconciliationTaxContingenciesDomestic,363,0,9,11,11,22,16,16,19,14,3
UtilityRevenue,363,0,24,24,18,19,12,13,11,0,0
IncreaseDecreaseInRawMaterialsPackagingMaterialsAndSuppliesInventories,363,0,18,18,17,20,18,16,6,6,2
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresRepaymentAndPenalties,363,0,0,18,20,18,24,18,10,10,3
NoncashContributionExpense,363,1,17,16,12,20,15,13,12,14,1
OtherNoncashIncomeTaxExpense,363,1,18,20,24,21,15,8,7,6,1
IncreaseDecreaseInRestrictedCashAndInvestmentsForOperatingActivities,363,0,11,14,14,17,21,21,15,8,0
CostOfMerchandiseSalesBuyingAndOccupancyCosts,360,1,12,13,15,20,16,16,14,13,0
PledgedAssetsNotSeparatelyReportedOnStatementOfFinancialPosition,360,1,7,23,17,16,14,12,14,14,2
MediumTermNotes,360,1,14,15,13,18,18,15,13,13,0
DeferredCreditsAndOtherLiabilitiesCurrent,360,0,8,15,12,15,15,15,16,19,5
DeferredCompensationArrangementWithIndividualAllocatedShareBasedCompensationExpense,360,0,2,20,12,21,20,13,15,13,4
NotesPayableToBankNoncurrent,360,1,11,17,14,17,17,18,13,11,1
EarningsPerShareBasicDistributed,360,0,14,17,20,17,19,17,9,7,0
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostCreditRecognizedInNetPeriodicBenefitCostBeforeTax,360,3,108,9,0,0,0,0,0,0,0
ProceedsFromSaleOfInterestInPartnershipUnit,360,0,12,19,13,11,13,20,19,11,2
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageRemainingContractualTerm,360,19,94,7,0,0,0,0,0,0,0
PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesForFederalHomeLoanBank,360,0,3,16,15,17,18,19,15,13,4
MinorityInterestInLimitedPartnerships,360,0,14,15,15,14,16,15,13,14,4
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresInterestRateRangeFrom,357,0,8,32,30,28,21,0,0,0,0
InterestIncomeSecuritiesPurchasedUnderAgreementsToResell,357,0,13,15,19,17,14,15,13,11,2
PerformanceFees,357,1,11,14,15,17,18,22,20,1,0
CapitalizedComputerSoftwareImpairments1,357,0,0,0,0,0,2,39,36,39,3
LiabilityForAsbestosAndEnvironmentalClaimsNet,357,0,11,18,17,17,18,13,12,10,3
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,357,0,6,14,21,20,19,14,14,9,2
ProceedsFromSecuredLinesOfCredit,357,0,5,15,16,18,16,19,12,13,5
PropertyPlantAndEquipmentGrossExcludingCapitalLeasedAssets,357,0,0,7,19,22,20,15,18,16,2
SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf20PercentAdverseChangeInPrepaymentSpeed,354,0,6,12,15,19,17,16,14,13,6
RealEstatePeriodIncreaseDecrease,354,0,20,20,16,15,12,14,11,9,1
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPeriodIncreaseDecrease,354,1,10,17,22,15,21,12,11,9,0
NetCapital,354,1,4,20,21,20,15,12,13,12,0
DeferredPolicyAcquisitionCostsPeriodIncreaseDecrease,354,0,10,13,17,13,15,15,18,16,1
InsuranceSettlementsReceivableNoncurrent,354,0,8,13,15,15,17,17,18,14,1
EmployeeStockOwnershipPlanESOPDividendsPaidToESOP,354,2,15,19,18,15,14,13,11,10,1
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToNoncontrollingInterest,354,1,13,15,20,19,15,13,11,10,1
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,354,0,0,1,32,24,24,13,13,11,0
ProceedsFromHedgeInvestingActivities,354,0,5,11,12,11,19,19,19,19,3
OtherComprehensiveIncomeLossTaxPortionAttributableToNoncontrollingInterest,354,1,11,21,16,17,14,13,13,10,2
SegmentReportingInformationNetAssets,354,1,24,79,9,5,0,0,0,0,0
LoansAndLeasesReceivableRatioOfNonperformingLoansToAllLoans,354,0,4,24,19,15,14,16,9,11,6
DueFromOfficersOrStockholders,354,0,10,17,17,17,16,14,13,11,3
CostOfServicesEnergyServices,354,0,11,14,16,16,18,19,22,2,0
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresInterestRateRangeTo,354,0,8,32,30,28,20,0,0,0,0
AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositionsLessThanOneYear,351,0,0,1,13,23,23,22,22,13,0
LeasesReceivableCommercialLeaseFinancing,351,0,11,23,21,17,17,11,9,8,0
DeferredCompensationCashbasedArrangementsLiabilityCurrentAndNoncurrent,351,0,15,17,18,15,17,13,10,10,2
ProceedsFromUnsecuredLinesOfCredit,351,0,10,13,13,13,18,17,17,16,0
PledgedAssetsSeparatelyReportedSecuritiesPledgedForRepurchaseAgreementsAtFairValue,351,0,4,16,16,20,18,14,13,12,4
InvestmentOwnedUnrecognizedUnrealizedAppreciation,351,0,11,16,13,11,12,13,23,16,2
CostOfServicesDirectLabor,351,0,14,15,11,14,18,23,22,0,0
CommercialPaperAtCarryingValue,348,1,12,14,16,19,19,12,12,10,1
EffectiveIncomeTaxRateReconciliationTaxContingenciesForeign,348,0,6,13,15,13,14,17,15,21,2
CapitalLeasesNetInvestmentInSalesTypeLeases,348,0,8,15,14,16,14,17,18,13,1
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToNoncontrollingInterest,348,0,11,15,15,17,18,19,12,8,1
TransferMortgagePayable,348,0,6,16,17,20,18,14,15,9,1
NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1,348,0,18,14,18,17,17,12,9,11,0
SaleLeasebackTransactionNetProceedsInvestingActivities,348,0,0,0,3,21,27,18,22,20,5
AircraftRental,348,0,16,16,16,16,16,13,11,11,1
CommonStockDividendsShares,348,0,9,22,12,13,14,16,16,10,4
ProceedsFromCollectionOfOtherReceivables,348,1,17,18,15,17,11,20,8,8,1
AffordableHousingProgramObligation,348,0,12,13,14,15,17,18,13,13,1
InterestAndFeeIncomeLoansCommercialRealEstate,348,0,14,16,15,14,15,15,12,14,1
WeightedAverageCostInventoryAmount,348,1,14,16,16,15,15,15,13,10,1
DeferredSetUpCostsNoncurrent,348,1,8,12,14,18,20,20,17,6,0
AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,345,0,7,14,17,17,17,12,15,11,5
ProgramRightsObligationsCurrent,345,0,0,13,16,17,20,17,18,13,1
LeaseIncentivePayableCurrent,345,0,1,11,15,13,20,18,18,16,3
ProceedsFromPaymentsForFederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResellNet,345,0,14,15,16,16,13,14,14,10,3
IncreaseDecreaseInLifeInsuranceLiabilities,345,0,13,13,15,16,13,16,12,12,5
InsuranceServicesRevenue,345,0,8,11,14,15,12,14,13,25,3
StockIssuedDuringPeriodSharesPurchaseOfAssets,345,0,12,16,18,19,15,13,11,10,1
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment,345,0,2,100,13,0,0,0,0,0,0
LossContingencyUndiscountedAmountOfInsuranceRelatedAssessmentLiability,345,0,5,11,17,14,16,19,22,11,0
CapitalizedExploratoryWellCostsThatHaveBeenCapitalizedForPeriodOfOneYearOrLess,345,0,12,16,15,15,14,15,16,12,0
ValueAddedTaxReceivableNoncurrent,345,0,7,12,11,13,16,16,16,20,4
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,342,0,33,75,6,0,0,0,0,0,0
LoansAndLeasesReceivableNetReportedAmountCovered,342,0,0,23,29,25,18,14,4,1,0
PaymentsForProceedsFromDepositOnLoan,342,0,12,12,13,14,13,17,18,12,3
StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,342,0,8,26,13,19,12,11,13,10,2
DebtDefaultLongtermDebtAmount,342,0,6,20,16,17,19,13,9,11,3
NumberOfBusinessesAcquired,342,2,25,17,19,13,12,10,10,6,0
EffectOfExchangeRateOnCashAndCashEquivalentsDiscontinuedOperations,342,1,17,21,17,16,11,12,10,8,1
AircraftMaintenanceMaterialsAndRepairs,342,0,17,17,15,15,15,12,11,11,1
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,342,1,26,31,37,17,2,0,0,0,0
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,342,0,0,0,14,16,25,18,20,15,6
ExplorationAndProductionCosts,339,0,23,25,24,13,14,8,6,0,0
RepurchaseAgreementsInterestExpenseAmount,339,0,10,15,17,13,16,11,16,12,3
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureDeferredIncome,339,0,15,17,15,14,12,13,15,12,0
InventoryRealEstateHeldForSale,339,0,18,22,17,17,10,9,12,8,0
AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts,339,0,4,18,17,15,15,12,14,11,7
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsPeriodIncreaseDecrease,339,0,6,24,20,15,11,16,11,9,1
CommonEquityTierOneCapitalRequiredToBeWellCapitalized,339,0,0,0,0,0,0,2,42,52,17
AccountsReceivableFromSecuritization,339,1,9,12,15,15,16,17,14,13,1
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureInvestmentInLeveragedLeasesNet,339,0,20,22,16,12,10,11,13,9,0
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,339,0,5,94,13,1,0,0,0,0,0
TradingSecuritiesUnrealizedHoldingLoss,339,0,9,19,21,12,14,14,12,11,1
FiniteLivedIntangibleAssetsUsefulLifeMaximum,339,13,92,8,0,0,0,0,0,0,0
IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,339,0,28,24,18,14,10,7,7,5,0
GainLossOnSalesOfMortgageBackedSecuritiesMBS,339,0,14,16,16,18,12,10,11,11,5
RepaymentsOfFirstMortgageBond,339,0,15,12,9,15,12,14,19,14,3
LandSales,339,0,10,15,14,22,21,16,13,2,0
InvestmentIncomeAmortizationOfDiscount,339,0,11,13,14,9,11,16,17,18,4
MinorityInterestInNetIncomeLossOtherMinorityInterests,339,2,52,49,9,1,0,0,0,0,0
ElectricalGenerationRevenue,339,0,11,9,13,12,17,20,22,9,0
ProceedsFromFeesReceived,339,0,9,17,16,12,14,14,16,13,2
OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossTaxPortionAttributableToParent,339,0,15,22,24,17,12,11,7,5,0
InvestmentOwnedUnrecognizedUnrealizedDepreciation,339,0,10,16,13,11,11,15,16,21,0
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability,339,0,0,0,0,0,0,0,1,7,105
FiniteLivedIntangibleAssetsAcquired,339,0,2,91,20,0,0,0,0,0,0
NontradeReceivables,336,0,16,13,16,15,13,13,12,10,4
OtherLoansPayableLongTerm,336,0,12,11,16,15,15,13,17,11,2
ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,336,1,8,10,11,15,17,14,15,19,2
GainLossOnSaleOfPropertiesBeforeApplicableIncomeTaxes,336,0,4,8,9,11,16,23,19,22,0
CommitmentsFairValueDisclosure,336,0,8,26,19,16,12,13,10,7,1
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent,336,0,0,0,0,0,0,0,1,97,14
InterestExpenseOtherDomesticDeposits,336,0,16,17,17,17,13,9,10,10,3
PrincipalAmountOutstandingOnLoansSecuritized,336,1,6,14,12,18,15,14,15,14,3
PrepaymentFeesOnAdvancesNet,336,0,15,22,16,17,14,15,9,3,1
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,336,0,0,1,21,23,19,19,12,15,2
AccrualForEnvironmentalLossContingenciesChargesToExpenseForNewLosses,336,0,0,0,0,0,0,34,38,37,3
JuniorSubordinatedLongTermNotes,336,0,11,9,12,9,16,15,16,16,8
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlanNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostNetOfTax,336,2,43,60,7,0,0,0,0,0,0
PercentageOfInterestBearingDomesticDepositsToDepositsCertificatesOfDeposit,336,0,5,25,21,18,13,11,9,7,3
ContractWithCustomerPerformanceObligationSatisfiedInPreviousPeriod,336,0,0,0,0,0,0,0,1,95,16
BankAcceptancesExecutedAndOutstanding,333,0,15,15,14,16,16,11,11,12,1
DividendsPreferredStockPaidinkind,333,0,11,13,17,18,14,10,13,12,3
PledgedAssetsNotSeparatelyReportedOtherFinancialInstruments,333,0,5,21,17,15,14,13,14,10,2
FinanceLeaseLiabilityPaymentsDueAfterYearFive,333,0,0,0,0,0,0,0,2,11,98
DueToOfficersOrStockholdersNoncurrent,333,0,13,10,15,20,18,14,11,10,0
AdvertisingBarterTransactionsAdvertisingBarterCosts,333,0,2,16,18,21,20,18,15,1,0
RevenuesExcludingInterestAndDividends,333,0,21,22,20,12,10,8,9,7,2
CapitalLeasesNetInvestmentInDirectFinancingLeasesAccumulatedAmortization,333,0,5,21,21,20,19,18,3,4,0
PurchaseObligationDueInFourthAndFifthYear,333,0,0,12,13,16,19,18,15,16,2
LineOfCreditFacilityIncreaseAdditionalBorrowings,333,4,29,69,9,0,0,0,0,0,0
PropertyPlantAndEquipmentSalvageValuePercentage,330,0,4,13,11,11,16,17,20,16,2
PaymentsForOtherOperatingActivities,330,1,18,20,18,13,14,10,7,6,3
HedgingLiabilitiesCurrent,330,0,15,14,15,15,14,15,13,9,0
EnvironmentalCostsRecognizedCapitalizedInPeriod,330,0,0,14,18,20,17,14,15,9,3
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax,330,0,0,0,0,0,0,0,1,84,25
DeferredCompensationArrangementWithIndividualDistributionsPaid,330,0,8,22,20,18,18,18,6,0,0
NoncontrollingInterestInNetIncomeLossJointVenturePartnersNonredeemable,330,0,0,1,17,20,18,19,16,17,2
CommonUnitIssued,330,0,0,0,4,13,20,27,26,13,7
ResultsOfOperationsTransportationCosts,330,0,5,14,14,12,13,12,11,23,6
ResearchAndDevelopmentArrangementContractToPerformForOthersCostsIncurredGross,330,1,10,20,22,14,13,10,10,8,2
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,330,0,2,11,12,13,23,18,15,13,3
PreferredStockCapitalSharesReservedForFutureIssuance,330,0,11,23,19,15,14,9,9,8,2
RepaymentsOfAccountsReceivableSecuritization,330,0,6,9,12,14,14,18,21,16,0
SaleLeasebackTransactionAmountDueUnderFinancingArrangement,330,0,2,7,13,14,18,19,21,16,0
ReinsurancePremiumsForInsuranceCompaniesByProductSegmentGrossAmount,330,0,38,62,10,0,0,0,0,0,0
GeneralPartnerDistributions,330,0,23,32,14,11,8,10,7,4,1
DefinedBenefitPlanTargetAllocationPercentageOfAssetsOther,327,5,94,10,0,0,0,0,0,0,0
ProceedsFromCollectionOfLeaseReceivables,327,0,12,17,15,12,14,13,13,10,3
DebtSecuritiesAvailableForSaleRestricted,327,0,0,0,0,0,0,0,2,76,31
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedCollateralObligationToReturnCash,327,0,0,0,10,16,23,22,19,16,3
PaymentsForAffordableHousingPrograms,327,0,12,12,12,14,15,16,14,12,2
ShareBasedCompensationArrangementByShareBasedPaymentAwardPercentageOfOutstandingStockMaximum,327,0,0,15,15,15,17,15,15,13,4
PaymentsForMergerRelatedCosts,327,0,13,19,13,12,19,12,9,9,3
GainsLossesOnSalesOfOtherAssets,327,0,52,51,6,0,0,0,0,0,0
DividendsPaidinkind,327,0,7,10,10,13,16,17,16,16,4
CapitalLeasesFutureMinimumPaymentsDueInRollingYearThree,327,0,0,14,13,20,15,17,12,13,5
CapitalUnitsOutstanding,327,0,11,21,18,13,13,11,13,8,1
ResultsOfOperationsExplorationExpense,327,0,10,21,18,18,15,13,8,6,0
EntityWideRevenueMajorCustomerAmount,327,0,25,75,9,0,0,0,0,0,0
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureRentalReceivablesNet,327,0,14,17,14,13,11,13,15,12,0
PaymentForManagementFee,324,0,0,3,24,20,19,17,16,9,0
RepaymentsOfMandatoryRedeemableCapitalSecurities,324,0,14,15,13,15,14,13,13,9,2
FiniteLivedIntangibleAssetsUsefulLifeMinimum,324,12,89,7,0,0,0,0,0,0,0
FederalHomeLoanBankAdvancesBranchOfFHLBBankInterestRateRangeFrom,324,0,3,29,26,26,23,0,1,0,0
OtherComprehensiveIncomeLossTaxPortionAttributableToParent,324,1,93,13,1,0,0,0,0,0,0
DueToOtherRelatedPartiesCurrentAndNoncurrent,324,0,3,16,15,14,13,15,15,16,1
DerivativeInstrumentsInHedgesAssetsAtFairValue,324,2,7,17,19,14,16,12,10,10,1
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentCurrent,324,0,0,0,0,20,19,21,26,19,3
TimeDepositsWeightedAverageInterestRateMaturitiesGreaterThanFiveYears,321,0,4,13,19,15,15,17,12,10,2
PaymentsToAcquireOilAndGasEquipment,321,0,10,16,25,20,11,8,10,7,0
PartnersCapitalAccountUnitsContributed,321,0,24,18,12,12,11,10,9,8,3
LongTermTransitionBond,321,0,21,19,18,17,11,7,7,7,0
FinancialInstrumentsOwnedCorporateDebtAtFairValue,321,0,11,24,12,12,13,12,11,9,3
DueFromJointVentures,321,0,12,20,14,14,10,14,11,12,0
DerivativeCreditRiskValuationAdjustmentDerivativeLiabilities,321,0,0,14,19,19,15,15,14,9,2
ProceedsFromLoanOriginations1,321,0,2,20,21,19,12,14,10,7,2
CapitalizedCostsMineralInterestsInProvedProperties,321,0,6,19,16,17,16,12,8,9,4
AccountsPayableAndAccruedLiabilities,321,5,62,31,9,0,0,0,0,0,0
FDICIndemnificationAssetAccretionOfDiscount,321,0,0,22,22,21,16,12,8,6,0
PartnersCapitalAccountTreasuryUnitsPurchases,321,0,7,14,12,13,18,15,14,11,3
PolicyholderFunds,321,0,13,10,14,14,12,13,18,11,2
ExcessStockSharesAuthorized,318,0,1,12,15,13,18,13,16,14,4
LineOfCreditFacilityPeriodicPaymentInterest,318,0,5,25,15,15,12,11,11,10,2
SecuritiesForReverseRepurchaseAgreements,318,0,5,9,17,16,13,17,17,11,1
FederalHomeLoanBankAdvancesBranchOfFHLBBankInterestRateRangeTo,318,0,3,29,25,25,23,0,1,0,0
ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAmountAssumedFromOtherCompanies,318,0,36,61,9,0,0,0,0,0,0
ShareBasedGoodsAndNonemployeeServicesTransactionExpense,318,0,37,59,4,4,2,0,0,0,0
AociTaxAttributableToParent,318,0,0,0,0,0,8,25,33,34,6
MortgageBackedSecuritiesHeldToMaturityFairValueDisclosure,318,0,7,15,15,17,13,12,11,11,5
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetIncome,318,1,8,11,5,9,11,8,27,25,1
NotionalAmountOfForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,318,8,41,51,6,0,0,0,0,0,0
OtherReceivablesFromBrokerDealersAndClearingOrganizations,318,0,9,15,11,11,14,16,14,13,3
ReinsurancePremiumsForInsuranceCompaniesByProductSegmentPercentageOfAmountAssumedToNet,318,0,36,63,7,0,0,0,0,0,0
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilitiesCurrent,318,0,0,2,16,19,17,13,23,15,1
IncreaseDecreaseInLeaseAcquisitionCosts,318,0,14,13,12,15,14,14,14,9,1
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresAcquisitionCostExpensed,318,1,5,12,15,14,15,14,15,13,2
DeferredLongTermLiabilityCharges,318,0,9,14,11,14,14,19,16,9,0
AncillaryFeeIncomeGeneratedByServicingFinancialAssetsAmount,315,0,2,11,18,17,15,16,13,10,3
OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentTax,315,7,89,9,0,0,0,0,0,0,0
LossFromCatastrophes,315,0,14,14,7,7,6,7,29,15,6
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,315,3,21,76,5,0,0,0,0,0,0
IncreaseDecreaseInLoansFromOtherFederalHomeLoanBanks,315,0,6,6,12,17,15,17,14,16,2
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetTransitionAssetObligationTax,315,0,0,0,30,25,18,14,11,6,1
EnvironmentalExpenseAndLiabilities,315,0,12,13,10,12,13,12,20,9,4
PledgedAssetsNotSeparatelyReportedFinanceReceivables,315,0,9,19,22,12,9,14,11,8,1
NaturalGasMidstreamRevenue,315,0,10,10,15,13,17,20,19,1,0
RepaymentsOfCommercialPaper,315,2,7,8,10,12,11,16,18,20,1
EquitySecuritiesFvNiCost,315,0,0,0,0,0,0,0,0,82,23
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,315,0,0,0,25,33,26,18,3,0,0
ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAmountCededToOtherCompanies,315,0,36,60,9,0,0,0,0,0,0
InterestExpenseTradingLiabilities,315,0,8,8,13,18,15,13,15,13,2
CapitalizedCostsUncompletedWellsEquipmentAndFacilities,315,0,9,16,16,17,14,12,10,11,0
InterestPortionOfMinimumLeasePaymentsSaleLeasebackTransactions,315,0,8,14,11,13,12,15,15,16,1
ReceivableWithImputedInterestDiscount,315,0,6,12,14,12,13,14,15,16,3
CollateralizedFinancings,312,0,4,9,17,13,12,14,16,14,5
RepaymentsOfMediumTermNotes,312,0,9,6,10,10,13,14,21,18,3
HomeBuildingCosts,312,0,10,10,14,16,18,17,15,4,0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,312,0,0,0,0,0,0,0,1,83,20
LiabilitiesSubjectToCompromise,312,0,13,15,12,13,14,15,13,8,1
ProceedsFromOtherDeposits,312,0,14,13,16,13,14,10,12,9,3
RelatedPartyTransactionRevenuesFromTransactionsWithRelatedParty,312,4,85,14,1,0,0,0,0,0,0
PreferredUnitsPreferredPartnersCapitalAccounts,312,0,6,10,12,14,15,14,16,17,0
ServicingAssetAtFairValuePeriodIncreaseDecrease,312,0,7,14,12,16,16,15,13,10,1
InterestIncomeSecuritiesOtherUSGovernment,312,0,15,14,15,13,13,12,11,8,3
IncreaseDecreaseInBrokerDealerRelatedReceivablesPayablesNet,312,0,16,11,14,12,11,15,14,8,3
MineralExtractionProcessingAndMarketingCosts,312,0,18,20,22,14,9,9,9,3,0
SecuritiesBorrowedGross,312,0,0,0,11,18,17,18,20,17,3
AffordableHousingProgramAssessments,309,0,13,14,14,16,14,13,10,8,1
EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,309,0,5,13,15,20,13,13,13,10,1
DueFromCorrespondentBrokers,309,0,12,15,16,12,10,11,13,10,4
